category,room_count,bathroom_count,size,type,price,city,region
Maisons et Villas,2.0,1.0,110.0,À Vendre,50000.0,La manouba,Tebourba
Appartements,4.0,1.0,100.0,À Louer,600.0,La manouba,Manouba Ville
Appartements,3.0,1.0,80.0,À Louer,450.0,La manouba,La manouba
Appartements,3.0,2.0,120.0,À Vendre,230000.0,La manouba,Autres villes
Terrains et Fermes,,,,À Vendre,70000.0,La manouba,Menzel El Habib
Terrains et Fermes,,,,À Vendre,65000.0,La manouba,Menzel El Habib
Appartements,3.0,1.0,120.0,À Vendre,250000.0,La manouba,Autres villes
Maisons et Villas,4.0,1.0,150.0,À Louer,150.0,La manouba,Denden
Maisons et Villas,3.0,1.0,130.0,À Louer,550.0,La manouba,Mornaguia
Terrains et Fermes,,,,À Vendre,350000.0,La manouba,Autres villes
Bureaux et Plateaux,3.0,1.0,90.0,À Louer,500.0,La manouba,La manouba
Maisons et Villas,10.0,4.0,400.0,À Vendre,550000000.0,La manouba,Douar Hicher
Maisons et Villas,3.0,1.0,75.0,À Vendre,130000.0,La manouba,Oued Ellil
Maisons et Villas,3.0,1.0,100.0,À Louer,300.0,La manouba,Autres villes
Terrains et Fermes,,,,À Vendre,120000.0,La manouba,Oued Ellil
Maisons et Villas,4.0,1.0,130.0,À Vendre,165000.0,La manouba,Oued Ellil
"Magasins, Commerces et Locaux industriels",1.0,1.0,97.0,À Vendre,250000.0,La manouba,La manouba
Appartements,2.0,1.0,110.0,À Louer,500.0,La manouba,La manouba
Terrains et Fermes,,,,À Vendre,430000.0,La manouba,Oued Ellil
Appartements,3.0,1.0,70.0,À Louer,420.0,La manouba,Manouba Ville
Appartements,1.0,1.0,71.0,À Louer,700.0,La manouba,La manouba
Terrains et Fermes,,,,À Vendre,200000000.0,La manouba,Mornaguia
"Magasins, Commerces et Locaux industriels",4.0,2.0,350.0,À Louer,1800.0,La manouba,Mornaguia
Appartements,4.0,2.0,132.0,À Vendre,198000.0,La manouba,Manouba Ville
Terrains et Fermes,,,,À Vendre,100000.0,La manouba,Tebourba
Terrains et Fermes,,,,À Vendre,340000.0,La manouba,Oued Ellil
Maisons et Villas,4.0,1.0,110.0,À Louer,600.0,La manouba,La manouba
Terrains et Fermes,,,,À Vendre,150000.0,La manouba,Autres villes
Terrains et Fermes,,,,À Vendre,55000.0,La manouba,Borj El Amri
Appartements,2.0,1.0,96.0,À Vendre,143000.0,La manouba,La manouba
Appartements,2.0,1.0,50.0,À Louer,140.0,La manouba,Denden
Appartements,3.0,1.0,80.0,À Vendre,115000.0,La manouba,Manouba Ville
Terrains et Fermes,,,,À Vendre,1111000.0,La manouba,Autres villes
Terrains et Fermes,,,,À Vendre,220000.0,La manouba,Mornaguia
Terrains et Fermes,,,,À Vendre,35000.0,La manouba,Autres villes
Terrains et Fermes,,,,À Vendre,75000.0,La manouba,Borj El Amri
Terrains et Fermes,,,,À Vendre,270000.0,La manouba,Borj El Amri
Appartements,3.0,1.0,75.0,À Vendre,160000.0,La manouba,Autres villes
Terrains et Fermes,,,,À Vendre,120000.0,La manouba,Oued Ellil
Terrains et Fermes,,,,À Vendre,300000.0,Le kef,Autres villes
Terrains et Fermes,,,,À Vendre,25000.0,Le kef,Autres villes
"Magasins, Commerces et Locaux industriels",1.0,1.0,45.0,À Louer,22482277.0,Le kef,Kef Ouest
Appartements,3.0,1.0,120.0,À Louer,22482277.0,Le kef,Kef Ouest
Maisons et Villas,5.0,1.0,950.0,À Vendre,350000.0,Le kef,Le kef
Terrains et Fermes,,,,À Vendre,120000.0,Le kef,Nebeur
Maisons et Villas,3.0,1.0,106.0,À Vendre,85000.0,Le kef,Autres villes
Terrains et Fermes,,,,À Vendre,30000.0,Le kef,Dahmani
Maisons et Villas,2.0,1.0,220.0,À Louer,550.0,Le kef,Autres villes
Maisons et Villas,2.0,1.0,100.0,À Louer,230.0,Le kef,Le kef
Terrains et Fermes,,,,À Vendre,200000.0,Le kef,Tajerouine
Terrains et Fermes,,,,À Vendre,250000.0,Le kef,Kef Ouest
Terrains et Fermes,,,,À Vendre,60000.0,Le kef,Tajerouine
Terrains et Fermes,,,,À Vendre,45000.0,Le kef,Autres villes
Maisons et Villas,3.0,1.0,325.0,À Vendre,200000.0,Le kef,Autres villes
Terrains et Fermes,,,,À Vendre,100000.0,Le kef,Kef Ouest
Maisons et Villas,4.0,1.0,150.0,À Louer,400.0,Le kef,Kef Ouest
Maisons et Villas,2.0,1.0,110.0,À Louer,300.0,Le kef,Kef Ouest
Appartements,4.0,2.0,120.0,À Vendre,82000.0,Le kef,Le kef
Terrains et Fermes,,,,À Vendre,23000.0,Le kef,Tajerouine
Terrains et Fermes,,,,À Vendre,72000000.0,Le kef,El Ksour
Maisons et Villas,5.0,2.0,573.0,À Louer,650.0,Le kef,Kef Ouest
Terrains et Fermes,,,,À Vendre,47000.0,Le kef,Es-Sers
Terrains et Fermes,,,,À Vendre,30000.0,Le kef,Tajerouine
Terrains et Fermes,,,,À Vendre,54000.0,Le kef,Tajerouine
Terrains et Fermes,,,,À Vendre,35000.0,Le kef,Tajerouine
Appartements,1.0,1.0,36.0,À Louer,200.0,Le kef,Kef Ouest
Bureaux et Plateaux,4.0,1.0,90.0,À Louer,500.0,Le kef,Le kef
Appartements,4.0,2.0,120.0,À Vendre,90000.0,Le kef,Le kef
Maisons et Villas,6.0,2.0,210.0,À Vendre,140000.0,Le kef,Kalâat Snan
Maisons et Villas,6.0,2.0,400.0,À Vendre,460000.0,Le kef,Kef Est
Maisons et Villas,3.0,1.0,100.0,À Vendre,50000.0,Le kef,Djerissa
Maisons et Villas,4.0,1.0,120.0,À Vendre,50000.0,Le kef,Djerissa
Maisons et Villas,5.0,2.0,180.0,À Vendre,25607744.0,Le kef,Autres villes
Terrains et Fermes,,,,À Vendre,80000.0,Le kef,Kef Ouest
Maisons et Villas,8.0,2.0,108.0,À Vendre,95000.0,Le kef,Le kef
Maisons et Villas,2.0,1.0,200.0,À Louer,550.0,Le kef,Kef Est
Maisons et Villas,3.0,1.0,250.0,À Louer,60.0,Le kef,Kef Ouest
Terrains et Fermes,,,,À Vendre,113400.0,Le kef,Kef Ouest
Terrains et Fermes,,,,À Vendre,500000.0,Le kef,Le kef
Maisons et Villas,3.0,1.0,250.0,À Vendre,60000.0,Le kef,Kef Ouest
Terrains et Fermes,,,,À Vendre,250000.0,Le kef,Le kef
Maisons et Villas,4.0,1.0,250.0,À Vendre,60000.0,Le kef,Autres villes
Maisons et Villas,7.0,2.0,350.0,À Vendre,190000.0,Le kef,Tajerouine
Terrains et Fermes,,,,À Vendre,60000.0,Le kef,Le kef
Terrains et Fermes,,,,À Vendre,50000.0,Le kef,Le kef
Maisons et Villas,6.0,2.0,400.0,À Vendre,460000.0,Le kef,Kef Est
Maisons et Villas,3.0,1.0,509.0,À Vendre,208000.0,Le kef,Le kef
Terrains et Fermes,,,,À Vendre,200000.0,Le kef,El Ksour
Maisons et Villas,3.0,1.0,509.0,À Vendre,208000.0,Le kef,Le kef
Terrains et Fermes,,,,À Vendre,120000.0,Le kef,Tajerouine
Locations de vacances,3.0,1.0,70.0,À Louer,50.0,Le kef,Djerissa
Terrains et Fermes,,,,À Vendre,70000.0,Le kef,Autres villes
Appartements,3.0,1.0,80.0,À Louer,280.0,Le kef,Autres villes
Terrains et Fermes,,,,À Vendre,1700000.0,Le kef,Le kef
Maisons et Villas,3.0,1.0,120.0,À Vendre,80000.0,Le kef,Es-Sers
Terrains et Fermes,,,,À Vendre,120000.0,Le kef,Nebeur
Maisons et Villas,3.0,1.0,110.0,À Louer,250.0,Le kef,Es-Sers
Maisons et Villas,4.0,1.0,100.0,À Vendre,90000.0,Le kef,Le kef
Terrains et Fermes,,,,À Vendre,100000.0,Le kef,Kalâat Khasbah
Maisons et Villas,5.0,2.0,860.0,À Vendre,420000000.0,Le kef,Le kef
Maisons et Villas,3.0,1.0,1200.0,À Vendre,132000.0,Le kef,Le kef
Terrains et Fermes,,,,À Vendre,32000.0,Le kef,Kef Ouest
Terrains et Fermes,,,,À Vendre,300000.0,Mahdia,Essouassi
"Magasins, Commerces et Locaux industriels",1.0,1.0,21.0,À Vendre,20000.0,Mahdia,Autres villes
Appartements,2.0,1.0,113.0,À Vendre,1800000.0,Mahdia,Autres villes
Maisons et Villas,2.0,1.0,238.0,À Vendre,238000.0,Mahdia,Mahdia
Appartements,1.0,1.0,62.0,À Vendre,145000.0,Mahdia,Mahdia
Maisons et Villas,2.0,1.0,110.0,À Vendre,155000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,800000.0,Mahdia,Mahdia
Maisons et Villas,5.0,2.0,587.0,À Vendre,600000.0,Mahdia,Mahdia
Maisons et Villas,3.0,2.0,480.0,À Vendre,580000.0,Mahdia,Mahdia
Appartements,3.0,2.0,143.0,À Vendre,275000.0,Mahdia,Mahdia
Appartements,1.0,1.0,75.0,À Louer,350.0,Mahdia,Mahdia
Appartements,3.0,2.0,143.0,À Louer,750.0,Mahdia,Mahdia
Appartements,2.0,1.0,200.0,À Vendre,200000.0,Mahdia,Mahdia
Appartements,1.0,1.0,64.0,À Vendre,115000.0,Mahdia,Autres villes
Maisons et Villas,3.0,1.0,144.0,À Vendre,170000.0,Mahdia,Chebba
Terrains et Fermes,,,,À Vendre,35000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,88800.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,120000.0,Mahdia,Ksour Essef
Appartements,1.0,1.0,63.0,À Vendre,130000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,35000.0,Mahdia,Chebba
Locations de vacances,1.0,1.0,35.0,À Louer,60.0,Mahdia,Mahdia
Appartements,2.0,1.0,97.0,À Louer,300.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,55000.0,Mahdia,Ksour Essef
Appartements,3.0,1.0,107.0,À Vendre,250000.0,Mahdia,Mahdia
Maisons et Villas,3.0,1.0,126.0,À Vendre,193000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,415000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,1500000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,250000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,112800.0,Mahdia,Mahdia
Locations de vacances,2.0,1.0,110.0,À Louer,80.0,Mahdia,Mahdia
Appartements,1.0,1.0,55.0,À Vendre,95000.0,Mahdia,Mahdia
Appartements,4.0,2.0,168.0,À Vendre,390000.0,Mahdia,Mahdia
Appartements,2.0,1.0,81.0,À Vendre,186000.0,Mahdia,Mahdia
Appartements,1.0,1.0,57.0,À Vendre,152000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,890000.0,Mahdia,Mahdia
Appartements,1.0,1.0,75.0,À Vendre,130000.0,Mahdia,Mahdia
Appartements,2.0,3.0,150.0,À Louer,800.0,Mahdia,Mahdia
Appartements,2.0,2.0,136.0,À Louer,750.0,Mahdia,Mahdia
Appartements,2.0,1.0,70.0,À Vendre,98000.0,Mahdia,Mahdia
Appartements,1.0,1.0,46.0,À Louer,450.0,Mahdia,Mahdia
Maisons et Villas,3.0,2.0,270.0,À Vendre,350000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,400000.0,Mahdia,Mahdia
Appartements,2.0,1.0,80.0,À Vendre,200000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,25000.0,Mahdia,Autres villes
Appartements,3.0,3.0,205.0,À Vendre,330000.0,Mahdia,Mahdia
Appartements,2.0,2.0,106.0,À Vendre,220000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,55000.0,Mahdia,Mahdia
Appartements,1.0,1.0,80.0,À Louer,370.0,Mahdia,Mahdia
Appartements,1.0,1.0,46.0,À Louer,450.0,Mahdia,Mahdia
Appartements,3.0,1.0,170.0,À Vendre,185000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,200000.0,Mahdia,Mahdia
Maisons et Villas,2.0,1.0,110.0,À Vendre,160000.0,Mahdia,Mahdia
Maisons et Villas,5.0,3.0,600.0,À Vendre,700000.0,Mahdia,Mahdia
Locations de vacances,2.0,1.0,100.0,À Louer,60.0,Mahdia,Mahdia
Appartements,2.0,2.0,136.0,À Vendre,249000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,300000.0,Mahdia,Sidi Alouane
Terrains et Fermes,,,,À Vendre,1450000.0,Mahdia,Mahdia
Appartements,2.0,1.0,110.0,À Louer,400.0,Mahdia,Mahdia
Appartements,3.0,1.0,111.0,À Vendre,130000.0,Mahdia,Autres villes
Maisons et Villas,5.0,2.0,150.0,À Vendre,200000.0,Mahdia,Autres villes
Appartements,1.0,1.0,60.0,À Louer,500.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,580500.0,Mahdia,Mahdia
Maisons et Villas,9.0,5.0,500.0,À Vendre,800000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,76000.0,Mahdia,Autres villes
Appartements,1.0,1.0,65.0,À Louer,350.0,Mahdia,Mahdia
Locations de vacances,3.0,2.0,140.0,À Louer,80.0,Mahdia,Mahdia
Appartements,3.0,2.0,140.0,À Louer,600.0,Mahdia,Mahdia
Appartements,1.0,1.0,53.0,À Vendre,120000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,600000.0,Mahdia,Autres villes
Appartements,2.0,1.0,110.0,À Vendre,246000.0,Mahdia,Mahdia
Appartements,2.0,1.0,98.0,À Louer,350.0,Mahdia,Mahdia
Appartements,2.0,1.0,90.0,À Vendre,150000.0,Mahdia,Mahdia
Appartements,2.0,1.0,115.0,À Vendre,75000.0,Mahdia,Autres villes
Appartements,1.0,1.0,75.0,À Louer,400.0,Mahdia,Mahdia
Appartements,1.0,1.0,53.0,À Vendre,95000.0,Mahdia,Mahdia
Maisons et Villas,12.0,10.0,1700.0,À Vendre,2500000.0,Mahdia,Mahdia
Appartements,2.0,1.0,104.0,À Vendre,240000.0,Mahdia,Mahdia
Maisons et Villas,2.0,1.0,185.0,À Vendre,57000.0,Mahdia,Chebba
Maisons et Villas,2.0,1.0,600.0,À Vendre,110000.0,Mahdia,Autres villes
Appartements,2.0,1.0,120.0,À Vendre,140000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,420000.0,Mahdia,Autres villes
Locations de vacances,2.0,1.0,70.0,À Louer,30.0,Mahdia,Mahdia
Locations de vacances,1.0,1.0,70.0,À Louer,280.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,35000.0,Mahdia,Chebba
Maisons et Villas,5.0,2.0,250.0,À Vendre,630000.0,Mahdia,Autres villes
Terrains et Fermes,,,,À Vendre,25000.0,Mahdia,Chorbane
Appartements,1.0,1.0,60.0,À Louer,250.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,112000.0,Mahdia,Mahdia
Appartements,3.0,1.0,135.0,À Vendre,122000.0,Mahdia,Mahdia
Maisons et Villas,3.0,1.0,70.0,À Louer,240.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,55000.0,Mahdia,Essouassi
Maisons et Villas,3.0,1.0,160.0,À Vendre,260000.0,Mahdia,Autres villes
Maisons et Villas,3.0,2.0,500.0,À Vendre,300000.0,Mahdia,Chebba
Maisons et Villas,4.0,1.0,803.0,À Vendre,350000.0,Mahdia,Ksour Essef
Appartements,1.0,1.0,90.0,À Louer,350.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,50000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,107000.0,Mahdia,Mahdia
Appartements,1.0,1.0,53.0,À Vendre,125000.0,Mahdia,Mahdia
Maisons et Villas,2.0,1.0,300.0,À Vendre,270000.0,Mahdia,Chebba
Terrains et Fermes,,,,À Vendre,90000000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,180000.0,Mahdia,Autres villes
Terrains et Fermes,,,,À Vendre,60000.0,Mahdia,Ksour Essef
Terrains et Fermes,,,,À Vendre,33825.0,Mahdia,Ksour Essef
Maisons et Villas,5.0,2.0,350.0,À Vendre,350000.0,Mahdia,Mahdia
Appartements,1.0,1.0,60.0,À Louer,250.0,Mahdia,Mahdia
Maisons et Villas,2.0,1.0,110.0,À Vendre,160000000.0,Mahdia,El Jem
Maisons et Villas,5.0,2.0,313.0,À Vendre,250000.0,Mahdia,Chebba
Maisons et Villas,3.0,2.0,270.0,À Vendre,350000.0,Mahdia,Mahdia
Appartements,2.0,1.0,197.0,À Vendre,230000.0,Mahdia,Mahdia
Appartements,2.0,1.0,60.0,À Louer,250.0,Mahdia,Mahdia
Appartements,2.0,1.0,71.0,À Vendre,71000.0,Mahdia,Autres villes
Appartements,3.0,1.0,100.0,À Louer,50.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,498000.0,Mahdia,Mahdia
Appartements,1.0,1.0,74.0,À Vendre,160000.0,Mahdia,Mahdia
Maisons et Villas,3.0,1.0,200.0,À Louer,550.0,Mahdia,Mahdia
Maisons et Villas,6.0,2.0,404.0,À Vendre,530000.0,Mahdia,Autres villes
Maisons et Villas,2.0,1.0,90.0,À Louer,350.0,Mahdia,Autres villes
Appartements,1.0,1.0,20.0,À Louer,300.0,Mahdia,Mahdia
Maisons et Villas,1.0,1.0,100.0,À Louer,250.0,Mahdia,Autres villes
Maisons et Villas,3.0,2.0,200.0,À Louer,600.0,Mahdia,Mahdia
Appartements,1.0,1.0,104.0,À Vendre,234000.0,Mahdia,Mahdia
Appartements,2.0,1.0,125.0,À Vendre,180000.0,Mahdia,Mahdia
Appartements,2.0,1.0,100.0,À Vendre,100000.0,Mahdia,Ksour Essef
Appartements,2.0,1.0,90.0,À Vendre,120000.0,Mahdia,Ksour Essef
Appartements,2.0,2.0,124.0,À Vendre,265000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,25000.0,Mahdia,Ksour Essef
Appartements,2.0,1.0,105.0,À Vendre,110000.0,Mahdia,Mahdia
Maisons et Villas,2.0,1.0,400.0,À Vendre,100000.0,Mahdia,Mahdia
Maisons et Villas,2.0,1.0,70.0,À Louer,300.0,Mahdia,Autres villes
Appartements,2.0,2.0,150.0,À Vendre,280000.0,Mahdia,Mahdia
Appartements,4.0,1.0,200.0,À Vendre,210000.0,Mahdia,Ksour Essef
Terrains et Fermes,,,,À Vendre,55000.0,Mahdia,Mahdia
Appartements,1.0,1.0,70.0,À Louer,370.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,35000.0,Mahdia,Ksour Essef
Terrains et Fermes,,,,À Vendre,55000.0,Mahdia,Autres villes
Maisons et Villas,3.0,1.0,246.0,À Vendre,120000.0,Mahdia,Autres villes
Maisons et Villas,2.0,2.0,160.0,À Vendre,185000.0,Mahdia,Autres villes
Terrains et Fermes,,,,À Vendre,600000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,70000.0,Mahdia,Chebba
Locations de vacances,2.0,1.0,120.0,À Louer,30.0,Mahdia,Mahdia
Appartements,1.0,1.0,60.0,À Louer,280.0,Mahdia,Mahdia
Appartements,1.0,1.0,60.0,À Louer,400.0,Mahdia,Mahdia
Appartements,2.0,1.0,90.0,À Vendre,196650.0,Mahdia,Mahdia
Maisons et Villas,6.0,4.0,500.0,À Vendre,820000.0,Mahdia,Mahdia
Appartements,2.0,1.0,110.0,À Vendre,1500000.0,Mahdia,Ksour Essef
Appartements,2.0,1.0,70.0,À Vendre,96000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,120000.0,Mahdia,Autres villes
Terrains et Fermes,,,,À Vendre,145000.0,Mahdia,Autres villes
Appartements,1.0,1.0,75.0,À Vendre,180000.0,Mahdia,Mahdia
Appartements,2.0,1.0,97.0,À Vendre,210000.0,Mahdia,Mahdia
Appartements,4.0,2.0,125.0,À Vendre,330000.0,Mahdia,Mahdia
"Magasins, Commerces et Locaux industriels",1.0,1.0,50.0,À Louer,650.0,Mahdia,Autres villes
Terrains et Fermes,,,,À Vendre,1500000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,110000.0,Mahdia,Ksour Essef
Maisons et Villas,3.0,1.0,200.0,À Louer,600.0,Mahdia,Ksour Essef
Locations de vacances,2.0,2.0,120.0,À Louer,70.0,Mahdia,Mahdia
Appartements,2.0,2.0,120.0,À Louer,70.0,Mahdia,Mahdia
Maisons et Villas,3.0,1.0,70.0,À Louer,240.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,200000000.0,Mahdia,Autres villes
Appartements,3.0,1.0,140.0,À Vendre,250000.0,Mahdia,Autres villes
Terrains et Fermes,,,,À Vendre,56794222.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,100000.0,Mahdia,Autres villes
Terrains et Fermes,,,,À Vendre,325000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,250000.0,Mahdia,Chebba
Terrains et Fermes,,,,À Vendre,150000.0,Mahdia,Chebba
Colocations,1.0,1.0,60.0,À Louer,125.0,Mahdia,Mahdia
Maisons et Villas,3.0,1.0,170.0,À Vendre,255000.0,Mahdia,Autres villes
Appartements,2.0,1.0,100.0,À Louer,50.0,Mahdia,Mahdia
Maisons et Villas,2.0,1.0,430.0,À Louer,180.0,Mahdia,Mahdia
Locations de vacances,2.0,2.0,430.0,À Louer,3500.0,Mahdia,Mahdia
Appartements,2.0,1.0,80.0,À Louer,80.0,Mahdia,Mahdia
Maisons et Villas,2.0,2.0,2000.0,À Louer,2800.0,Mahdia,Mahdia
Appartements,2.0,1.0,100.0,À Louer,50.0,Mahdia,Mahdia
Maisons et Villas,2.0,2.0,430.0,À Louer,200.0,Mahdia,Mahdia
Locations de vacances,2.0,1.0,200.0,À Louer,180.0,Mahdia,Mahdia
Maisons et Villas,4.0,2.0,650.0,À Vendre,630000.0,Mahdia,Mahdia
Appartements,2.0,1.0,80.0,À Louer,80.0,Mahdia,Mahdia
Maisons et Villas,3.0,1.0,100.0,À Vendre,180000.0,Mahdia,Autres villes
Maisons et Villas,1.0,1.0,170.0,À Vendre,110000.0,Mahdia,Autres villes
Appartements,3.0,1.0,120.0,À Louer,450.0,Mahdia,Mahdia
Maisons et Villas,3.0,2.0,190.0,À Vendre,120000000.0,Mahdia,Ksour Essef
Terrains et Fermes,,,,À Vendre,600000.0,Mahdia,Mahdia
Appartements,2.0,2.0,124.0,À Louer,500.0,Mahdia,Mahdia
Maisons et Villas,2.0,1.0,310.0,À Vendre,120000.0,Mahdia,Ksour Essef
Appartements,3.0,2.0,140.0,À Vendre,175000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,60000.0,Mahdia,Ksour Essef
Terrains et Fermes,,,,À Vendre,350000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,45000.0,Mahdia,Chebba
Maisons et Villas,3.0,1.0,112.0,À Vendre,95000.0,Mahdia,Mahdia
Appartements,3.0,1.0,150.0,À Louer,500.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,500000.0,Mahdia,Autres villes
"Magasins, Commerces et Locaux industriels",1.0,1.0,30.0,À Louer,400.0,Mahdia,Mahdia
Maisons et Villas,5.0,2.0,190.0,À Vendre,110000.0,Mahdia,Mahdia
Appartements,2.0,1.0,90.0,À Louer,550.0,Mahdia,Mahdia
Maisons et Villas,3.0,2.0,230.0,À Vendre,250000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,90000.0,Mahdia,Mahdia
Maisons et Villas,5.0,3.0,583.0,À Vendre,570000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,620000.0,Mahdia,Mahdia
Appartements,2.0,1.0,90.0,À Louer,460.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,550000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,70000.0,Mahdia,Mahdia
Appartements,2.0,1.0,76.0,À Louer,800.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,1300000.0,Mahdia,Mahdia
Appartements,2.0,2.0,90.0,À Louer,50.0,Mahdia,Autres villes
Appartements,2.0,2.0,100.0,À Louer,50.0,Mahdia,Autres villes
Appartements,2.0,1.0,80.0,À Louer,380.0,Mahdia,Mahdia
Maisons et Villas,3.0,1.0,220.0,À Vendre,225000.0,Mahdia,Mahdia
Maisons et Villas,2.0,1.0,105.0,À Vendre,100000.0,Mahdia,Ksour Essef
Appartements,2.0,1.0,125.0,À Louer,850.0,Mahdia,Mahdia
Locations de vacances,2.0,1.0,80.0,À Louer,100.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,200000.0,Mahdia,Mahdia
Maisons et Villas,2.0,1.0,200.0,À Vendre,200000.0,Mahdia,Mahdia
Appartements,2.0,1.0,120.0,À Louer,420.0,Mahdia,Mahdia
Appartements,3.0,1.0,100.0,À Louer,50.0,Mahdia,Mahdia
Maisons et Villas,4.0,2.0,350.0,À Vendre,1900000.0,Mahdia,Autres villes
Locations de vacances,1.0,1.0,45.0,À Louer,45.0,Mahdia,Autres villes
Maisons et Villas,3.0,1.0,207.0,À Vendre,240000.0,Mahdia,Mahdia
Appartements,2.0,1.0,109.0,À Vendre,250000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,40000000.0,Mahdia,Autres villes
Terrains et Fermes,,,,À Vendre,700000.0,Mahdia,Autres villes
Terrains et Fermes,,,,À Vendre,320000.0,Mahdia,Autres villes
Maisons et Villas,2.0,2.0,350.0,À Vendre,205000.0,Mahdia,Autres villes
Maisons et Villas,4.0,2.0,486.0,À Louer,450.0,Mahdia,Mahdia
"Magasins, Commerces et Locaux industriels",1.0,0.0,25.0,À Vendre,20000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,350000.0,Mahdia,Mahdia
Maisons et Villas,3.0,1.0,140.0,À Vendre,85000.0,Mahdia,Ksour Essef
Appartements,2.0,1.0,100.0,À Louer,330.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,178000.0,Mahdia,Mahdia
Appartements,2.0,2.0,100.0,À Louer,600.0,Mahdia,Mahdia
Maisons et Villas,3.0,1.0,160.0,À Louer,200.0,Mahdia,Autres villes
Appartements,2.0,1.0,102.0,À Louer,650.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,130000.0,Mahdia,Mahdia
Maisons et Villas,2.0,1.0,160.0,À Vendre,200000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,250000.0,Mahdia,Mahdia
Appartements,3.0,1.0,100.0,À Vendre,115000.0,Mahdia,Autres villes
"Magasins, Commerces et Locaux industriels",1.0,1.0,40.0,À Louer,300.0,Mahdia,Mahdia
Appartements,3.0,2.0,166.0,À Louer,480.0,Mahdia,Autres villes
Terrains et Fermes,,,,À Vendre,275000.0,Mahdia,Autres villes
Appartements,3.0,1.0,100.0,À Louer,50.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,85000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,1500000.0,Mahdia,Mahdia
Appartements,2.0,1.0,100.0,À Louer,550.0,Mahdia,Mahdia
Appartements,3.0,1.0,300.0,À Vendre,55690475.0,Mahdia,Autres villes
Terrains et Fermes,,,,À Vendre,30000.0,Mahdia,Autres villes
Terrains et Fermes,,,,À Vendre,55000.0,Mahdia,Ksour Essef
Terrains et Fermes,,,,À Vendre,36000.0,Mahdia,Melloulèche
Terrains et Fermes,,,,À Vendre,30000.0,Mahdia,Autres villes
Terrains et Fermes,,,,À Vendre,370000.0,Mahdia,Mahdia
Maisons et Villas,3.0,1.0,379.0,À Vendre,490000.0,Mahdia,Mahdia
Appartements,1.0,1.0,80.0,À Louer,500.0,Mahdia,Mahdia
